Plan,Cloud,Compute type,Instance,vCPU,Memory (GB),DBU/hour,Rate/hour,Instance_df_1,instanceFamily,instanceFamilyName,location,locationName,locationType,locationContinent,currentGeneration,supportedUsageClasses,processorArchitectures,processorClockSpeedInGhz,processorManufacturer,processor,processorFeatures,vCpus,vCpuCores,memorySizeInMiB,storage,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,spotWindowsHr,spotWindowsMonth
Enterprise,AWS,All-Purpose Compute,c5.4xlarge,16,32,2.43,1.5795,c5.4xlarge,c5,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,32768,EBS only,0.68,496.4,0.229,167.17,0.8557,624.66
Enterprise,AWS,All-Purpose Compute,c5.9xlarge,36,72,5.46,3.549,c5.9xlarge,c5,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,36,18,73728,EBS only,1.53,1116.9,0.531,387.63,1.9277,1407.22
Enterprise,AWS,All-Purpose Compute,c5.12xlarge,48,96,7.28,4.732,c5.12xlarge,c5,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.6,Intel,Intel Xeon Platinum 8275L,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,48,24,98304,EBS only,2.04,1489.2,0.6598,481.65,2.5694,1875.66
Enterprise,AWS,All-Purpose Compute,c5.18xlarge,72,144,10.92,7.098,c5.18xlarge,c5,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,72,36,147456,EBS only,3.06,2233.8,0.8271,603.78,3.8729,2827.22
Enterprise,AWS,All-Purpose Compute,c5.24xlarge,96,192,14.56,9.464,c5.24xlarge,c5,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.6,Intel,Intel Xeon Platinum 8275L,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,96,48,196608,EBS only,4.08,2978.4,1.1393,831.69,5.1249,3741.18
Enterprise,AWS,All-Purpose Compute,c5a.xlarge,4,8,0.61,0.3965,c5a.xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,4,2,8192,EBS only,0.154,112.42,0.0691,50.44,0.2122,154.91
Enterprise,AWS,All-Purpose Compute,c5a.2xlarge,8,16,1.21,0.7865,c5a.2xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,8,4,16384,EBS only,0.308,224.84,0.1231,89.86,0.4253,310.47
Enterprise,AWS,All-Purpose Compute,c5a.4xlarge,16,32,2.43,1.5795,c5a.4xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,16,8,32768,EBS only,0.616,449.68,0.2506,182.94,0.8448,616.7
Enterprise,AWS,All-Purpose Compute,c5a.8xlarge,32,64,4.86,3.159,c5a.8xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,32,16,65536,EBS only,1.232,899.36,0.4952,361.5,1.6894,1233.26
Enterprise,AWS,All-Purpose Compute,c5a.12xlarge,48,96,7.28,4.732,c5a.12xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,48,24,98304,EBS only,1.848,1349.04,0.5977,436.32,2.5417,1855.44
Enterprise,AWS,All-Purpose Compute,c5a.16xlarge,64,128,9.72,6.318,c5a.16xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,64,32,131072,EBS only,2.464,1798.72,0.905,660.65,3.236,2362.28
Enterprise,AWS,All-Purpose Compute,c5a.24xlarge,96,192,14.56,9.464,c5a.24xlarge,c5a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,96,48,196608,EBS only,3.696,2698.08,1.2362,902.43,5.0849,3711.98
Enterprise,AWS,All-Purpose Compute,c5ad.xlarge,4,8,0.69,0.4485,c5ad.xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,4,2,8192,1 x 150 NVMe SSD,0.172,125.56,0.0718,52.41,0.2168,158.26
Enterprise,AWS,All-Purpose Compute,c5ad.2xlarge,8,16,1.37,0.8905,c5ad.2xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,8,4,16384,1 x 300 NVMe SSD,0.344,251.12,0.1562,114.03,0.4283,312.66
Enterprise,AWS,All-Purpose Compute,c5ad.4xlarge,16,32,2.74,1.781,c5ad.4xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,16,8,32768,2 x 300 NVMe SSD,0.688,502.24,0.2972,216.96,0.8594,627.36
Enterprise,AWS,All-Purpose Compute,c5ad.8xlarge,32,64,5.48,3.562,c5ad.8xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,32,16,65536,2 x 600 NVMe SSD,1.376,1004.48,0.557,406.61,1.6096,1175.01
Enterprise,AWS,All-Purpose Compute,c5ad.12xlarge,48,96,8.22,5.343,c5ad.12xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,48,24,98304,2 x 900 NVMe SSD,2.064,1506.72,0.8347,609.33,2.4779,1808.87
Enterprise,AWS,All-Purpose Compute,c5ad.16xlarge,64,128,10.96,7.124,c5ad.16xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,64,32,131072,2 x 1200 NVMe SSD,2.752,2008.96,1.0544,769.71,3.4198,2496.45
Enterprise,AWS,All-Purpose Compute,c5ad.24xlarge,96,192,16.44,10.686,c5ad.24xlarge,c5ad,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,96,48,196608,2 x 1900 NVMe SSD,4.128,3013.44,1.4095,1028.93,5.1767,3778.99
Enterprise,AWS,All-Purpose Compute,c5d.xlarge,4,8,0.61,0.3965,c5d.xlarge,c5d,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,8192,1 x 100 NVMe SSD,0.192,140.16,0.0715,52.19,0.2209,161.26
Enterprise,AWS,All-Purpose Compute,c5d.2xlarge,8,16,1.21,0.7865,c5d.2xlarge,c5d,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,16384,1 x 200 NVMe SSD,0.384,280.32,0.1628,118.84,0.443,323.39
Enterprise,AWS,All-Purpose Compute,c5d.9xlarge,36,72,5.46,3.549,c5d.9xlarge,c5d,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,36,18,73728,1 x 900 NVMe SSD,1.728,1261.44,0.6785,495.31,1.9672,1436.06
Enterprise,AWS,All-Purpose Compute,c5d.12xlarge,48,96,7.28,4.732,c5d.12xlarge,c5d,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.6,Intel,Intel Xeon Platinum 8275L,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,48,24,98304,2 x 900 NVMe SSD,2.304,1681.92,0.8694,634.66,2.639,1926.47
Enterprise,AWS,All-Purpose Compute,c5d.18xlarge,72,144,10.92,7.098,c5d.18xlarge,c5d,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,72,36,147456,2 x 900 NVMe SSD,3.456,2522.88,1.002,731.46,3.9351,2872.62
Enterprise,AWS,All-Purpose Compute,c5d.24xlarge,96,192,14.56,9.464,c5d.24xlarge,c5d,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.6,Intel,Intel Xeon Platinum 8275L,Intel AVX; Intel AVX2; Intel AVX512; Intel Deep Learning Boost; Intel Turbo,96,48,196608,4 x 900 NVMe SSD,4.608,3363.84,1.3225,965.42,5.2552,3836.3
Enterprise,AWS,All-Purpose Compute,c5n.xlarge,4,11,0.78,0.507,c5n.xlarge,c5n,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,10752,EBS only,0.216,157.68,0.0899,65.63,0.2221,162.13
Enterprise,AWS,All-Purpose Compute,c5n.2xlarge,8,21,1.55,1.0075,c5n.2xlarge,c5n,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,21504,EBS only,0.432,315.36,0.1592,116.22,0.4498,328.35
Enterprise,AWS,All-Purpose Compute,c5n.4xlarge,16,42,3.11,2.0215,c5n.4xlarge,c5n,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,43008,EBS only,0.864,630.72,0.3665,267.55,0.8824,644.15
Enterprise,AWS,All-Purpose Compute,c5n.9xlarge,36,96,6.99,4.5435,c5n.9xlarge,c5n,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,36,18,98304,EBS only,1.944,1419.12,0.6516,475.67,2.0091,1466.64
Enterprise,AWS,All-Purpose Compute,c5n.18xlarge,72,192,13.97,9.0805,c5n.18xlarge,c5n,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,Intel,Intel Xeon Platinum 8124M,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,72,36,196608,EBS only,3.888,2838.24,1.3048,952.5,3.9998,2919.85
Enterprise,AWS,All-Purpose Compute,c6g.xlarge,4,8,0.77,0.5005,c6g.xlarge,c6g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,4,4,8192,EBS only,0.136,99.28,0.0531,38.76,0,0
Enterprise,AWS,All-Purpose Compute,c6g.2xlarge,8,16,1.54,1.001,c6g.2xlarge,c6g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,8,8,16384,EBS only,0.272,198.56,0.0975,71.17,0,0
Enterprise,AWS,All-Purpose Compute,c6g.4xlarge,16,32,3.08,2.002,c6g.4xlarge,c6g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,16,16,32768,EBS only,0.544,397.12,0.1714,125.12,0,0
Enterprise,AWS,All-Purpose Compute,c6g.8xlarge,32,64,6.16,4.004,c6g.8xlarge,c6g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,32,32,65536,EBS only,1.088,794.24,0.3314,241.92,0,0
Enterprise,AWS,All-Purpose Compute,c6g.12xlarge,48,96,9.24,6.006,c6g.12xlarge,c6g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,48,48,98304,EBS only,1.632,1191.36,0.4677,341.42,0,0
Enterprise,AWS,All-Purpose Compute,c6g.16xlarge,64,128,12.32,8.008,c6g.16xlarge,c6g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,64,64,131072,EBS only,2.176,1588.48,0.5827,425.37,0,0
Enterprise,AWS,All-Purpose Compute,c6gd.xlarge,4,8,0.77,0.5005,c6gd.xlarge,c6gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,4,4,8192,1 x 237 NVMe SSD,0.1536,112.13,0.0572,41.76,0,0
Enterprise,AWS,All-Purpose Compute,c6gd.2xlarge,8,16,1.54,1.001,c6gd.2xlarge,c6gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,8,8,16384,1 x 475 NVMe SSD,0.3072,224.26,0.0595,43.43,0,0
Enterprise,AWS,All-Purpose Compute,c6gd.4xlarge,16,32,3.08,2.002,c6gd.4xlarge,c6gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,16,16,32768,1 x 950 NVMe SSD,0.6144,448.51,0.195,142.35,0,0
Enterprise,AWS,All-Purpose Compute,c6gd.8xlarge,32,64,6.16,4.004,c6gd.8xlarge,c6gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,32,32,65536,1 x 1900 NVMe SSD,1.2288,897.02,0.3628,264.84,0,0
Enterprise,AWS,All-Purpose Compute,c6gd.12xlarge,48,96,9.24,6.006,c6gd.12xlarge,c6gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,48,48,98304,2 x 1425 NVMe SSD,1.8432,1345.54,0.4219,307.99,0,0
Enterprise,AWS,All-Purpose Compute,c6gd.16xlarge,64,128,12.32,8.008,c6gd.16xlarge,c6gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.5,AWS,AWS Graviton2 Processor,,64,64,131072,2 x 1900 NVMe SSD,2.4576,1794.05,0.5248,383.1,0,0
Enterprise,AWS,All-Purpose Compute,c6i.xlarge,4,8,0.7,0.455,c6i.xlarge,c6i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,8192,EBS only,0.17,124.1,0.0656,47.89,0.211,154.03
Enterprise,AWS,All-Purpose Compute,c61.4xlarge,16,32,2.78,1.807,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,c6i.8xlarge,32,64,5.56,3.614,c6i.8xlarge,c6i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,65536,EBS only,1.36,992.8,0.542,395.66,1.7111,1249.1
Enterprise,AWS,All-Purpose Compute,c61.12xlarge,48,96,8.34,5.421,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,c6i.16xlarge,64,128,11.13,7.2345,c6i.16xlarge,c6i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,131072,EBS only,2.72,1985.6,0.9756,712.19,3.4142,2492.37
Enterprise,AWS,All-Purpose Compute,c6i.24xlarge,96,192,16.69,10.8485,c6i.24xlarge,c6i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,196608,EBS only,4.08,2978.4,1.2743,930.24,5.113,3732.49
Enterprise,AWS,All-Purpose Compute,c6i.32xlarge,128,256,22.25,14.4625,c6i.32xlarge,c6i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,262144,EBS only,5.44,3971.2,1.64,1197.2,6.8318,4987.21
Enterprise,AWS,All-Purpose Compute,c6id.xlarge,4,8,0.7,0.455,c6id.xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,8192,1 x 237 NVMe SSD,0.2016,147.17,0.076,55.48,0.2193,160.09
Enterprise,AWS,All-Purpose Compute,c6id.2xlarge,8,16,1.39,0.9035,c6id.2xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,16384,1 x 474 NVMe SSD,0.4032,294.34,0.1642,119.87,0.4391,320.54
Enterprise,AWS,All-Purpose Compute,c6id.4xlarge,16,32,2.78,1.807,c6id.4xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,32768,1 x 950 NVMe SSD,0.8064,588.67,0.27,197.1,0.8759,639.41
Enterprise,AWS,All-Purpose Compute,c6id.8xlarge,32,64,5.56,3.614,c6id.8xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,65536,1 x 1900 NVMe SSD,1.6128,1177.34,0.5733,418.51,1.7699,1292.03
Enterprise,AWS,All-Purpose Compute,c6id.12xlarge,48,96,8.34,5.421,c6id.12xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,98304,2 x 1425 NVMe SSD,2.4192,1766.02,0.7962,581.23,2.4499,1788.43
Enterprise,AWS,All-Purpose Compute,c6id.16xlarge,64,128,11.13,7.2345,c6id.16xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,131072,2 x 1900 NVMe SSD,3.2256,2354.69,1.1096,810.01,3.5141,2565.29
Enterprise,AWS,All-Purpose Compute,c6id.24xlarge,96,192,16.69,10.8485,c6id.24xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,196608,4 x 1425 NVMe SSD,4.8384,3532.03,1.4876,1085.95,5.2425,3827.02
Enterprise,AWS,All-Purpose Compute,c6id.32xlarge,128,256,22.25,14.4625,c6id.32xlarge,c6id,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,262144,4 x 1900 NVMe SSD,6.4512,4709.38,1.9717,1439.34,7.0547,5149.93
Enterprise,AWS,All-Purpose Compute,c6in.xlarge,4,8,0.7,0.455,c6in.xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,8192,EBS only,0.2268,165.56,0.083,60.59,0.2232,162.94
Enterprise,AWS,All-Purpose Compute,c6in.2xlarge,8,16,1.39,0.9035,c6in.2xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,16384,EBS only,0.4536,331.13,0.1761,128.55,0.4457,325.36
Enterprise,AWS,All-Purpose Compute,c6in.4xlarge,16,32,2.78,1.807,c6in.4xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,32768,EBS only,0.9072,662.26,0.302,220.46,0.8957,653.86
Enterprise,AWS,All-Purpose Compute,c6in.8xlarge,32,64,5.56,3.614,c6in.8xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,32,16,65536,EBS only,1.8144,1324.51,0.7172,523.56,1.8044,1317.21
Enterprise,AWS,All-Purpose Compute,c6in.12xlarge,48,96,8.34,5.421,c6in.12xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,98304,EBS only,2.7216,1986.77,0.9829,717.52,2.713,1980.49
Enterprise,AWS,All-Purpose Compute,c6in.16xlarge,64,128,11.13,7.2345,c6in.16xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,131072,EBS only,3.6288,2649.02,1.3412,979.08,3.5477,2589.82
Enterprise,AWS,All-Purpose Compute,c6in.24xlarge,96,192,16.69,10.8485,c6in.24xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,196608,EBS only,5.4432,3973.54,1.9818,1446.71,4.9903,3642.92
Enterprise,AWS,All-Purpose Compute,c6in.32xlarge,128,256,22.25,14.4625,c6in.32xlarge,c6in,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.5,Intel,Intel Xeon 8375C (Ice Lake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,128,64,262144,EBS only,7.2576,5298.05,2.2607,1650.31,6.6138,4828.07
Enterprise,AWS,All-Purpose Compute,c7a.2xlarge,8,16,1.65,1.073,c7a.2xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,8,8,16384,EBS only,0.4106,299.71,0.1544,112.71,0.4448,324.7
Enterprise,AWS,All-Purpose Compute,c7a.4xlarge,16,32,3.3,2.145,c7a.4xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,16,16,32768,EBS only,0.8211,599.42,0.3154,230.24,0.889,648.97
Enterprise,AWS,All-Purpose Compute,c7a.8xlarge,32,64,6.6,4.29,c7a.8xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,32,32,65536,EBS only,1.6422,1198.84,0.632,461.36,1.7645,1288.09
Enterprise,AWS,All-Purpose Compute,c7a.12xlarge,48,96,9.9,6.435,c7a.12xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,48,48,98304,EBS only,2.4634,1798.25,0.6439,470.05,2.4543,1791.64
Enterprise,AWS,All-Purpose Compute,c7a.16xlarge,64,128,13.2,8.58,c7a.16xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,64,64,131072,EBS only,3.2845,2397.67,1.1191,816.94,3.5303,2577.12
Enterprise,AWS,All-Purpose Compute,c7a.24xlarge,96,192,19.8,12.87,c7a.24xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,96,96,196608,EBS only,4.9267,3596.51,1.6428,1199.24,5.2588,3838.92
Enterprise,AWS,All-Purpose Compute,c7a.32xlarge,128,256,26.4,17.16,c7a.32xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,128,128,262144,EBS only,6.569,4795.34,1.7723,1293.78,7.0687,5160.15
