Plan,Cloud,Compute type,Instance,vCPU,Memory (GB),DBU/hour,Rate/hour,Instance_df_1,instanceFamily,instanceFamilyName,location,locationName,locationType,locationContinent,currentGeneration,supportedUsageClasses,processorArchitectures,processorClockSpeedInGhz,processorManufacturer,processor,processorFeatures,vCpus,vCpuCores,memorySizeInMiB,storage,onDemandLinuxHr,onDemandLinuxMonth,spotLinuxHr,spotLinuxMonth,spotWindowsHr,spotWindowsMonth
Enterprise,AWS,All-Purpose Compute,c7a.48xlarge,192,384,39.6,25.74,c7a.48xlarge,c7a,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.7,AMD,AMD EPYC 9R14 Processor,AMD Turbo; AVX; AVX2; AVX512,192,192,393216,EBS only,9.8534,7193.01,2.7626,2016.7,9.8173,7166.63
Enterprise,AWS,All-Purpose Compute,c7g.xlarge,4,8,0.9,0.585,c7g.xlarge,c7g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,4,4,8192,EBS only,0.145,105.85,0.0553,40.37,0,0
Enterprise,AWS,All-Purpose Compute,c7g.2xlarge,8,16,1.81,1.1765,c7g.2xlarge,c7g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,8,8,16384,EBS only,0.29,211.7,0.1022,74.61,0,0
Enterprise,AWS,All-Purpose Compute,c7g.4xlarge,16,32,3.62,2.353,c7g.4xlarge,c7g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,16,16,32768,EBS only,0.58,423.4,0.1803,131.62,0,0
Enterprise,AWS,All-Purpose Compute,c7g.8xlarge,32,64,7.24,4.706,c7g.8xlarge,c7g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,32,32,65536,EBS only,1.16,846.8,0.3815,278.5,0,0
Enterprise,AWS,All-Purpose Compute,c7g.12xlarge,48,96,10.86,7.059,c7g.12xlarge,c7g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,48,48,98304,EBS only,1.74,1270.2,0.5198,379.45,0,0
Enterprise,AWS,All-Purpose Compute,c7g.16xlarge,64,128,14.48,9.412,c7g.16xlarge,c7g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,64,64,131072,EBS only,2.32,1693.6,0.6852,500.2,0,0
Enterprise,AWS,All-Purpose Compute,c7gd.xlarge,4,8,0.9,0.585,c7gd.xlarge,c7gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,4,4,8192,1 x 237 NVMe SSD,0.1814,132.42,0.0629,45.92,0,0
Enterprise,AWS,All-Purpose Compute,c7gd.2xlarge,8,16,1.81,1.177,c7gd.2xlarge,c7gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,8,8,16384,1 x 475 NVMe SSD,0.3629,264.92,0.1173,85.63,0,0
Enterprise,AWS,All-Purpose Compute,c7gd.4xlarge,16,32,3.62,2.353,c7gd.4xlarge,c7gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,16,16,32768,1 x 950 NVMe SSD,0.7258,529.83,0.2298,167.75,0,0
Enterprise,AWS,All-Purpose Compute,c7gd.8xlarge,32,64,7.24,4.706,c7gd.8xlarge,c7gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,32,32,65536,1 x 1900 NVMe SSD,1.4515,1059.6,0.4356,317.99,0,0
Enterprise,AWS,All-Purpose Compute,c7gd.12xlarge,48,96,10.86,7.059,c7gd.12xlarge,c7gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,48,48,98304,2 x 1425 NVMe SSD,2.1773,1589.43,0.5549,405.08,0,0
Enterprise,AWS,All-Purpose Compute,c7gd.16xlarge,64,128,14.48,9.412,c7gd.16xlarge,c7gd,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.6,AWS,AWS Graviton3 Processor,,64,64,131072,2 x 1900 NVMe SSD,2.903,2119.19,0.7947,580.13,0,0
Enterprise,AWS,All-Purpose Compute,c7i.large,2,4,0.38,0.247,c7i.large,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,2,1,4096,EBS only,0.0892,65.15,0.028,20.44,0.1077,78.62
Enterprise,AWS,All-Purpose Compute,c7i.xlarge,4,8,0.77,0.501,c7i.xlarge,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,4,2,8192,EBS only,0.1785,130.31,0.0681,49.71,0.2019,147.39
Enterprise,AWS,All-Purpose Compute,c71.4xlarge,16,32,3.06,1.989,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,c7i.8xlarge,32,64,6.12,3.978,c7i.8xlarge,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,32,16,65536,EBS only,1.428,1042.44,0.5355,390.91,1.6463,1201.8
Enterprise,AWS,All-Purpose Compute,c7i.12xlarge,48,96,9.18,5.967,c7i.12xlarge,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,48,24,98304,EBS only,2.142,1563.66,0.7691,561.44,2.5777,1881.72
Enterprise,AWS,All-Purpose Compute,c7i.16xlarge,64,128,12.24,7.956,c7i.16xlarge,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,64,32,131072,EBS only,2.856,2084.88,1.0025,731.82,3.4407,2511.71
Enterprise,AWS,All-Purpose Compute,c7i.24xlarge,96,192,18.36,11.934,c7i.24xlarge,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,96,48,196608,EBS only,4.284,3127.32,1.5038,1097.77,5.1863,3786
Enterprise,AWS,All-Purpose Compute,c7i.metal-24xl,96,192,18.36,11.934,c7i.metal-24xl,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,96,48,196608,EBS only,4.284,3127.32,1.0162,741.83,5.1536,3762.13
Enterprise,AWS,All-Purpose Compute,c7i.48xlarge,192,384,36.72,23.868,c7i.48xlarge,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,192,96,393216,EBS only,8.568,6254.64,2.4097,1759.08,10.3673,7568.13
Enterprise,AWS,All-Purpose Compute,c7i.metal-48xl,192,384,36.72,23.868,c7i.metal-48xl,c7i,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.2,Intel,Intel Xeon Scalable (Sapphire Rapids),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo; Intel AMX,192,96,393216,EBS only,8.568,6254.64,1.8285,1334.81,9.6888,7072.82
Enterprise,AWS,All-Purpose Compute,c8g.medium,1,2,0.27,0.176,c8g.medium,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,1,1,2048,EBS only,0.0399,29.11,0.0099,7.23,0,0
Enterprise,AWS,All-Purpose Compute,c8g.large,2,4,0.54,0.351,c8g.large,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,2,2,4096,EBS only,0.0798,58.22,0.0291,21.24,0,0
Enterprise,AWS,All-Purpose Compute,c8g.xlarge,4,8,1.08,0.702,c8g.xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,4,4,8192,EBS only,0.1595,116.45,0.0599,43.73,0,0
Enterprise,AWS,All-Purpose Compute,c8g.2xlarge,8,16,2.15,1.398,c8g.2xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,8,8,16384,EBS only,0.319,232.9,0.1195,87.23,0,0
Enterprise,AWS,All-Purpose Compute,c8g.4xlarge,16,32,4.3,2.795,c8g.4xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,16,16,32768,EBS only,0.6381,465.8,0.204,148.92,0,0
Enterprise,AWS,All-Purpose Compute,c8g.8xlarge,32,64,8.6,5.59,c8g.8xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,32,32,65536,EBS only,1.2762,931.6,0.4682,341.79,0,0
Enterprise,AWS,All-Purpose Compute,c8g.12xlarge,48,96,12.9,8.385,c8g.12xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,48,48,98304,EBS only,1.9142,1397.4,0.6285,458.8,0,0
Enterprise,AWS,All-Purpose Compute,c8g.16xlarge,64,128,17.2,11.18,c8g.16xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,64,64,131072,EBS only,2.5523,1863.19,0.6603,482.02,0,0
Enterprise,AWS,All-Purpose Compute,c8g.24xlarge,96,192,25.8,16.77,c8g.24xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.8,AWS,AWS Graviton4 Processor,,96,96,196608,EBS only,3.8285,2794.79,0.9956,726.79,0,0
Enterprise,AWS,All-Purpose Compute,c8g.48xlarge,192,384,51.6,33.54,c8g.48xlarge,c8g,Compute optimized,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",arm64,2.7,AWS,AWS Graviton4 Processor,,192,192,393216,EBS only,7.657,5589.58,2.0497,1496.28,0,0
Enterprise,AWS,All-Purpose Compute,g4dn.xlarge,4,16,0.71,0.4615,g4dn.xlarge,g4dn,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon Family,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,4,2,16384,125 GB NVMe SSD,0.526,383.98,0.2149,156.88,0.278,202.94
Enterprise,AWS,All-Purpose Compute,g4dn.2xlarge,8,32,1.43,0.9295,g4dn.2xlarge,g4dn,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon Family,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,8,4,32768,225 GB NVMe SSD,0.752,548.96,0.362,264.26,0.5121,373.83
Enterprise,AWS,All-Purpose Compute,g4dn.4xlarge,16,64,2.85,1.8525,g4dn.4xlarge,g4dn,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon Family,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,16,8,65536,225 GB NVMe SSD,1.204,878.92,0.4392,320.62,0.9605,701.16
Enterprise,AWS,All-Purpose Compute,g4dn.12xlarge,48,192,8.56,5.564,g4dn.12xlarge,g4dn,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon Family,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,48,24,196608,900 GB NVMe SSD,3.912,2855.76,1.251,913.23,2.5992,1897.42
Enterprise,AWS,All-Purpose Compute,g4dn.16xlarge,64,256,11.41,7.4165,g4dn.16xlarge,g4dn,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon Family,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,64,32,262144,900 GB NVMe SSD,4.352,3176.96,1.1894,868.26,3.3792,2466.82
Enterprise,AWS,All-Purpose Compute,g5.xlarge,4,16,1.36,0.884,g5.xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,4,2,16384,1 x 250 GB NVMe SSD,1.006,734.38,0.4318,315.21,0.3614,263.82
Enterprise,AWS,All-Purpose Compute,g5.2xlarge,8,32,1.64,1.066,g5.2xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,8,4,32768,1 x 450 GB NVMe SSD,1.212,884.76,0.5153,376.17,0.5691,415.44
Enterprise,AWS,All-Purpose Compute,g5.4xlarge,16,64,2.2,1.43,g5.4xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,16,8,65536,1 x 600 GB NVMe SSD,1.624,1185.52,0.6988,510.12,1.0291,751.24
Enterprise,AWS,All-Purpose Compute,g5.8xlarge,32,128,3.32,2.158,g5.8xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,32,16,131072,1 x 900 GB NVMe SSD,2.448,1787.04,0.9795,715.04,1.9069,1392.04
Enterprise,AWS,All-Purpose Compute,g5.12xlarge,48,192,7.69,4.9985,g5.12xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,48,24,196608,1 x 3800 GB NVMe SSD,5.672,4140.56,2.148,1568.04,2.7752,2025.9
Enterprise,AWS,All-Purpose Compute,g5.16xlarge,64,256,5.55,3.6075,g5.16xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,64,32,262144,1 x 1900 GB NVMe SSD,4.096,2990.08,1.5935,1163.25,3.367,2457.91
Enterprise,AWS,All-Purpose Compute,g5.24xlarge,96,384,11.04,7.176,g5.24xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,96,48,393216,1 x 3800 GB NVMe SSD,8.144,5945.12,3.9886,2911.68,5.2304,3818.19
Enterprise,AWS,All-Purpose Compute,g5.48xlarge,192,768,22.08,14.352,g5.48xlarge,g5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.3,AMD,AMD EPYC 7R32,AMD Turbo; AVX; AVX2,192,96,786432,2 x 3800 GB NVMe SSD,16.288,11890.24,6.0367,4406.79,10.4608,7636.38
Enterprise,AWS,All-Purpose Compute,g6.xlarge,4,16,1.07,0.696,g6.xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,4,2,16384,1 x 250 GB NVMe SSD,0.8048,587.5,0.405,295.65,0.323,235.79
Enterprise,AWS,All-Purpose Compute,g6.2xlarge,8,32,1.29,0.839,g6.2xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,8,4,32768,1 x 450 GB NVMe SSD,0.9776,713.65,0.4732,345.44,0.5418,395.51
Enterprise,AWS,All-Purpose Compute,g6.4xlarge,16,64,1.75,1.138,g6.4xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,16,8,65536,1 x 600 GB NVMe SSD,1.3232,965.94,0.6373,465.23,0.9929,724.82
Enterprise,AWS,All-Purpose Compute,g6.8xlarge,32,128,2.66,1.729,g6.8xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,32,16,131072,2 x 450 GB NVMe SSD,2.0144,1470.51,0.8609,628.46,1.8413,1344.15
Enterprise,AWS,All-Purpose Compute,g6.16xlarge,64,256,4.49,2.919,g6.16xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,64,32,262144,2 x 940 GB NVMe SSD,3.3968,2479.66,1.2641,922.79,3.569,2605.37
Enterprise,AWS,All-Purpose Compute,g6.12xlarge,96,192,6.09,3.959,g6.12xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,48,24,196608,4 X 940 GB NVMe SSD,4.6016,3359.17,2.006,1464.38,3.0651,2237.52
Enterprise,AWS,All-Purpose Compute,g6.24xlarge,96,384,8.83,5.74,g6.24xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,96,48,393216,4 X 940 GB NVMe SSD,6.6752,4872.9,2.9468,2151.16,5.0835,3710.95
Enterprise,AWS,All-Purpose Compute,g6.48xlarge,192,768,17.66,11.479,g6.48xlarge,g6,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,192,96,786432,8 x 940 NVMe SSD,13.3504,9745.79,5.1362,3749.43,10.167,7421.91
Enterprise,AWS,All-Purpose Compute,g6e.xlarge,4,32,2.45,1.593,g6e.xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,4,2,32768,1 x 250 GB NVMe SSD,1.861,1358.53,1.1027,804.97,0.3701,270.17
Enterprise,AWS,All-Purpose Compute,g6e.2xlarge,8,64,2.98,1.937,g6e.2xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,8,4,65536,1 x 450 GB NVMe SSD,2.2421,1636.72,0.7421,541.73,0.7807,569.91
Enterprise,AWS,All-Purpose Compute,g6e.4xlarge,16,128,4.03,2.62,g6e.4xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,16,8,131072,1 x 600 GB NVMe SSD,3.0042,2193.1,1.029,751.17,1.2829,936.52
Enterprise,AWS,All-Purpose Compute,g6e.8xlarge,32,256,6.13,3.985,g6e.8xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,32,16,262144,1 x 900 GB NVMe SSD,4.5286,3305.85,1.5239,1112.45,2.3436,1710.83
Enterprise,AWS,All-Purpose Compute,g6e.12xlarge,96,384,14,9.1,g6e.12xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,48,24,393216,2 x 1900 GB NVMe SSD,10.4926,7659.63,3.7475,2735.68,4.1144,3003.51
Enterprise,AWS,All-Purpose Compute,g6e.24xlarge,96,768,20.31,13.202,g6e.24xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,96,48,786432,2 x 1900 GB NVMe SSD,15.0656,10997.88,4.3343,3164.04,5.9226,4323.5
Enterprise,AWS,All-Purpose Compute,g6e.48xlarge,192,1536,40.62,26.403,g6e.48xlarge,g6e,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,3.4,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,192,96,1572864,4 x 1900 GB NVMe SSD,30.1312,21995.76,8.8099,6431.23,11.8451,8646.92
Enterprise,AWS,All-Purpose Compute,p2.xlarge,4,61,1.22,0.793,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,p2.8xlarge,32,488,9.76,6.344,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,p2.16xlarge,64,732,19.52,12.688,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,All-Purpose Compute,p3.2xlarge,8,61,4.15,2.6975,p3.2xlarge,p3,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.7,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,8,4,62464,EBS only,3.06,2233.8,0.7456,544.29,0.674,492.02
Enterprise,AWS,All-Purpose Compute,p3.8xlarge,32,244,16.6,10.79,p3.8xlarge,p3,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.7,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,32,16,249856,EBS only,12.24,8935.2,2.4809,1811.06,2.696,1968.08
Enterprise,AWS,All-Purpose Compute,p3.16xlarge,64,488,33.2,21.58,p3.16xlarge,p3,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.7,Intel,Intel Xeon E5-2686 v4 (Broadwell),Intel AVX; Intel AVX2; Intel Turbo,64,32,499712,EBS only,24.48,17870.4,4.9661,3625.25,5.392,3936.16
Enterprise,AWS,All-Purpose Compute,p3dn.24xlarge,96,768,42.33,27.5145,p3dn.24xlarge,p3dn,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"on-demand, spot",x86_64,2.5,Intel,Intel Xeon Platinum 8175 (Skylake),Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,786432,2 x 900 NVMe SSD,31.212,22784.76,8.7171,6363.48,7.5372,5502.16
Enterprise,AWS,All-Purpose Compute,p4d.24xlarge,96,1152,44.45,28.8925,p4d.24xlarge,p4d,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"capacity-block, on-demand, spot",x86_64,3,Intel,Intel Xeon Platinum 8275L,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,1179648,8 x 1000 SSD,21.9576,16029.08,8.3574,6100.9,0,0
Enterprise,AWS,All-Purpose Compute,p4de.24xlarge,96,1152,55.57,36.1205,p4de.24xlarge,p4de,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"capacity-block, on-demand, spot",x86_64,3,Intel,Intel Xeon Platinum 8275L,Intel AVX; Intel AVX2; Intel AVX512; Intel Turbo,96,48,1179648,8 x 1000 SSD,27.4471,20036.35,10.6308,7760.48,0,0
Enterprise,AWS,All-Purpose Compute,p5.48xlarge,192,2048,88.91,57.7915,p5.48xlarge,p5,GPU instance,us-east-1,US East (N. Virginia),AWS Region,North America,1,"capacity-block, on-demand, spot",x86_64,3.6,AMD,AMD EPYC 7R13 Processor,AMD Turbo; AVX; AVX2,192,96,2097152,8 x 3840 GB SSD,55.04,40179.2,16.1085,11759.2,0,0
Enterprise,AWS,All-Purpose Compute,p5e.48xlarge,192,2048,97.8,63.57,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,Model Serving/Serverless Real-Time Inference,Medium,4,0,0,0.28,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,Database Serverless Compute,Database Capacity Unit,0,0,1,0.52,,,,,,,,,,,,,,,,,,,0,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,2X-Small,0,0,4,4.972,,,,,,,,,,,,,,,,,,,0.624,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,X-Small,0,0,6,7.458,,,,,,,,,,,,,,,,,,,0.624,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,Small,0,0,12,14.916,,,,,,,,,,,,,,,,,,,1.248,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,Medium,0,0,24,29.832,,,,,,,,,,,,,,,,,,,2.496,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,Large,0,0,40,49.72,,,,,,,,,,,,,,,,,,,2.496,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,X-Large,0,0,80,99.44,,,,,,,,,,,,,,,,,,,4.992,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,2X-Large,0,0,144,178.992,,,,,,,,,,,,,,,,,,,4.992,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,3X-Large,0,0,272,338.096,,,,,,,,,,,,,,,,,,,4.992,,,,,
Enterprise,AWS,SQL Serverless Compute - SAP,4X-Large,0,0,528,656.304,,,,,,,,,,,,,,,,,,,4.992,,,,,
Enterprise,AWS,SQL Serverless Compute,2X-Small,0,0,4,2.8,,,,,,,,,,,,,,,,,,,0.624,,,,,
Enterprise,AWS,SQL Serverless Compute,X-Small,0,0,6,4.2,,,,,,,,,,,,,,,,,,,0.624,,,,,
Enterprise,AWS,SQL Serverless Compute,Small,0,0,12,8.4,,,,,,,,,,,,,,,,,,,1.248,,,,,
